Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","ha","1227","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","kg/ha","14553.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2023","2023","ha","1270","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2023","2023","kg/ha","14648.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2024","2024","ha","1125","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2024","2024","kg/ha","10591.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2015","2015","ha","56","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2015","2015","kg/ha","10517.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2016","2016","ha","82","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2016","2016","kg/ha","7597.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2017","2017","ha","74","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2017","2017","kg/ha","4033.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2018","2018","ha","238","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2018","2018","kg/ha","1789.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2019","2019","ha","67","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2019","2019","kg/ha","3902.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2020","2020","ha","57","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2020","2020","kg/ha","1856.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2021","2021","ha","300","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2021","2021","kg/ha","3414","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2022","2022","ha","440","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2022","2022","kg/ha","4548.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2023","2023","ha","79","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2023","2023","kg/ha","6050.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01341","Apples","2024","2024","ha","90","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01341","Apples","2024","2024","kg/ha","8266.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2015","2015","ha","17","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2015","2015","kg/ha","4706","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2016","2016","ha","17","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2016","2016","kg/ha","4693.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2017","2017","ha","18","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2017","2017","kg/ha","4570.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2018","2018","ha","18","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2018","2018","kg/ha","4469.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2019","2019","ha","19","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2019","2019","kg/ha","4362.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2020","2020","ha","18","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2020","2020","kg/ha","4603.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2021","2021","ha","19","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2021","2021","kg/ha","4477.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2022","2022","ha","19","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2022","2022","kg/ha","4479.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2023","2023","ha","19","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2023","2023","kg/ha","4519.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01343","Apricots","2024","2024","ha","19","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01343","Apricots","2024","2024","kg/ha","4492.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2015","2015","ha","5","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2015","2015","kg/ha","4743.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2016","2016","ha","5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2016","2016","kg/ha","5104.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2017","2017","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2017","2017","kg/ha","4954.1","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2018","2018","ha","5","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2018","2018","kg/ha","5640.1","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2019","2019","ha","5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2019","2019","kg/ha","5212.1","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2020","2020","ha","5","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2020","2020","kg/ha","5786","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2021","2021","ha","5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2021","2021","kg/ha","5358.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2022","2022","ha","5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2022","2022","kg/ha","5272.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2023","2023","ha","5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2023","2023","kg/ha","5293.1","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01216","Artichokes","2024","2024","ha","5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01216","Artichokes","2024","2024","kg/ha","5307.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2015","2015","ha","80","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2015","2015","kg/ha","7000","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2016","2016","ha","72","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2016","2016","kg/ha","5583.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2017","2017","ha","58","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2017","2017","kg/ha","6218.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2018","2018","ha","70","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2018","2018","kg/ha","6298.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2019","2019","ha","67","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2019","2019","kg/ha","6017.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2020","2020","ha","58","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2020","2020","kg/ha","5892.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2021","2021","ha","59","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2021","2021","kg/ha","5821.1","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2022","2022","ha","70","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2022","2022","kg/ha","5714.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2023","2023","ha","10","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2023","2023","kg/ha","5000","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01211","Asparagus","2024","2024","ha","41","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01211","Asparagus","2024","2024","kg/ha","5264.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2015","2015","ha","8486","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2015","2015","kg/ha","16075.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2016","2016","ha","10305","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2016","2016","kg/ha","17083.5","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2017","2017","ha","16460","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2017","2017","kg/ha","13225","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2018","2018","ha","14497","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2018","2018","kg/ha","16136.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2019","2019","ha","20125","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2019","2019","kg/ha","13119.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2020","2020","ha","24447","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2020","2020","kg/ha","13193.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2021","2021","ha","25919","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2021","2021","kg/ha","16081.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2022","2022","ha","25669","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2022","2022","kg/ha","17203.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2023","2023","ha","30000","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2023","2023","kg/ha","19945.5","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01311","Avocados","2024","2024","ha","32000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01311","Avocados","2024","2024","kg/ha","18281.3","X","Figure from external organization",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2015","2015","ha","60718","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2015","2015","kg/ha","21248.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2016","2016","ha","63299","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2016","2016","kg/ha","20357.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2017","2017","ha","77576","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2017","2017","kg/ha","18487.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2018","2018","ha","72748","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2018","2018","kg/ha","19439.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2019","2019","ha","76912","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2019","2019","kg/ha","22308.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2020","2020","ha","72123","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2020","2020","kg/ha","25742.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2021","2021","ha","71681","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2021","2021","kg/ha","27695.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2022","2022","ha","71800","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2022","2022","kg/ha","28587.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2023","2023","ha","73466","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2023","2023","kg/ha","24212.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2024","2024","ha","75895","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01312","Bananas","2024","2024","kg/ha","27159.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2015","2015","ha","13969","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2015","2015","kg/ha","3679.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2016","2016","ha","17262","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2016","2016","kg/ha","3591.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2017","2017","ha","21000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2017","2017","kg/ha","3666.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2018","2018","ha","20000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2018","2018","kg/ha","3913.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2019","2019","ha","13430","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2019","2019","kg/ha","4433.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2020","2020","ha","11051","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2020","2020","kg/ha","3162.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2021","2021","ha","13319","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2021","2021","kg/ha","2486.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2022","2022","ha","7512","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2022","2022","kg/ha","2672.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2023","2023","ha","13292","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2023","2023","kg/ha","2473.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0115","Barley","2024","2024","ha","13929","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0115","Barley","2024","2024","kg/ha","3463.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2015","2015","ha","1243882","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2015","2015","kg/ha","615","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2016","2016","ha","1171710","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2016","2016","kg/ha","621.5","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2017","2017","ha","1030435","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2017","2017","kg/ha","821","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2018","2018","ha","1177173","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2018","2018","kg/ha","711","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2019","2019","ha","1188678","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2019","2019","kg/ha","628.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2020","2020","ha","1147709","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2020","2020","kg/ha","674.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2021","2021","ha","1131565","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2021","2021","kg/ha","591.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2022","2022","ha","1268568","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2022","2022","kg/ha","591.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2023","2023","ha","1219960","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2023","2023","kg/ha","705.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01701","Beans, dry","2024","2024","ha","1229882","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2024","2024","kg/ha","734.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01243","Broad beans and horse beans, green","2015","2015","ha","289","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01243","Broad beans and horse beans, green","2015","2015","kg/ha","4892","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01243","Broad beans and horse beans, green","2016","2016","ha","271","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01243","Broad beans and horse beans, green","2016","2016","kg/ha","5385.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01243","Broad beans and horse beans, green","2017","2017","ha","218","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01243","Broad beans and horse beans, green","2017","2017","kg/ha","6095.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01243","Broad beans and horse beans, green","2018","2018","ha","204","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01243","Broad beans and horse beans, green","2018","2018","kg/ha","5803.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01243","Broad beans and horse beans, green","2019","2019","ha","207","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01243","Broad beans and horse beans, green","2019","2019","kg/ha","6075.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01243","Broad beans and horse beans, green","2020","2020","ha","556","A","Official figure",""
